Élément statistique,Territoire,Mois,Valeur
Taux d'emploi,Abitibi-Témiscamingue,Juillet 2020,54.5
Taux d'emploi,Abitibi-Témiscamingue,Août 2020,57
Taux d'emploi,Abitibi-Témiscamingue,Septembre 2020,58
Taux d'emploi,Abitibi-Témiscamingue,Octobre 2020,59.5
Taux d'emploi,Abitibi-Témiscamingue,Novembre 2020,59.8
Taux d'emploi,Abitibi-Témiscamingue,Décembre 2020,60.3
Taux d'emploi,Abitibi-Témiscamingue,Janvier 2021,58.8
Taux d'emploi,Abitibi-Témiscamingue,Février 2021,59.4
Taux d'emploi,Abitibi-Témiscamingue,Mars 2021,60.9
Taux d'emploi,Abitibi-Témiscamingue,Avril 2021,62.5
Taux d'emploi,Abitibi-Témiscamingue,Mai 2021,63.3
Taux d'emploi,Abitibi-Témiscamingue,Juin 2021,62.8
Taux d'emploi,Abitibi-Témiscamingue,Juillet 2021,62.9
Taux d'emploi,Abitibi-Témiscamingue,Août 2021,62.7
Taux d'emploi,Abitibi-Témiscamingue,Septembre 2021,62.2
Taux d'emploi,Abitibi-Témiscamingue,Octobre 2021,61.6
Taux d'emploi,Abitibi-Témiscamingue,Novembre 2021,61.1
Taux d'emploi,Abitibi-Témiscamingue,Décembre 2021,60.7
Taux d'emploi,Côte-Nord et Nord-du-Québec,Janvier 2019,61
Taux d'emploi,Côte-Nord et Nord-du-Québec,Février 2019,60.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mars 2019,59.7
Taux d'emploi,Côte-Nord et Nord-du-Québec,Avril 2019,59.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mai 2019,59.6
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juin 2019,59.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juillet 2019,60.2
Taux d'emploi,Côte-Nord et Nord-du-Québec,Août 2019,60.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Septembre 2019,61.6
Taux d'emploi,Côte-Nord et Nord-du-Québec,Octobre 2019,62.1
Taux d'emploi,Côte-Nord et Nord-du-Québec,Novembre 2019,62.9
Taux d'emploi,Côte-Nord et Nord-du-Québec,Décembre 2019,63.2
Taux d'emploi,Côte-Nord et Nord-du-Québec,Janvier 2020,63
Taux d'emploi,Côte-Nord et Nord-du-Québec,Février 2020,62.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mars 2020,61.4
Taux d'emploi,Côte-Nord et Nord-du-Québec,Avril 2020,57.1
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mai 2020,54.3
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juin 2020,53.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juillet 2020,55.8
Taux d'emploi,Côte-Nord et Nord-du-Québec,Août 2020,57.6
Taux d'emploi,Côte-Nord et Nord-du-Québec,Septembre 2020,59.4
Taux d'emploi,Côte-Nord et Nord-du-Québec,Octobre 2020,60.3
Taux d'emploi,Côte-Nord et Nord-du-Québec,Novembre 2020,60.4
Taux d'emploi,Côte-Nord et Nord-du-Québec,Décembre 2020,58.5
Taux d'emploi,Côte-Nord et Nord-du-Québec,Janvier 2021,58
Taux d'emploi,Côte-Nord et Nord-du-Québec,Février 2021,58.3
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mars 2021,59.9
Taux d'emploi,Côte-Nord et Nord-du-Québec,Avril 2021,60.7
Taux d'emploi,Côte-Nord et Nord-du-Québec,Mai 2021,61.2
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juin 2021,59.8
Taux d'emploi,Côte-Nord et Nord-du-Québec,Juillet 2021,58.7
Taux d'emploi,Côte-Nord et Nord-du-Québec,Août 2021,57
Taux d'emploi,Côte-Nord et Nord-du-Québec,Septembre 2021,56.6
Taux d'emploi,Côte-Nord et Nord-du-Québec,Octobre 2021,56.4
Taux d'emploi,Côte-Nord et Nord-du-Québec,Novembre 2021,56
Taux d'emploi,Côte-Nord et Nord-du-Québec,Décembre 2021,56.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Janvier 2019,43
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Février 2019,42.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mars 2019,42.8
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Avril 2019,42.1
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mai 2019,44
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juin 2019,44.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juillet 2019,45.8
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Août 2019,44.9
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Septembre 2019,45.2
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Octobre 2019,45
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Novembre 2019,45
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Décembre 2019,44.3
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Janvier 2020,45.1
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Février 2020,44.9
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mars 2020,44
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Avril 2020,40.1
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mai 2020,37.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juin 2020,36.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juillet 2020,37.6
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Août 2020,38.6
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Septembre 2020,39.3
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Octobre 2020,40.2
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Novembre 2020,41.6
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Décembre 2020,41.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Janvier 2021,41.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Février 2021,41.4
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mars 2021,42.1
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Avril 2021,42.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Mai 2021,42.9
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juin 2021,43.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Juillet 2021,44.5
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Août 2021,45.3
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Septembre 2021,45.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Octobre 2021,46.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Novembre 2021,46.7
Taux d'emploi,Gaspésie-Îles-de-la-Madeleine,Décembre 2021,47.1
Taux d'emploi,Chaudière-Appalaches,Janvier 2019,61.5
Taux d'emploi,Chaudière-Appalaches,Février 2019,61.4
Taux d'emploi,Chaudière-Appalaches,Mars 2019,61.1
Taux d'emploi,Chaudière-Appalaches,Avril 2019,61.3
Taux d'emploi,Chaudière-Appalaches,Mai 2019,62.3
Taux d'emploi,Chaudière-Appalaches,Juin 2019,62.8
Taux d'emploi,Chaudière-Appalaches,Juillet 2019,62.7
Taux d'emploi,Chaudière-Appalaches,Août 2019,62.9
Taux d'emploi,Chaudière-Appalaches,Septembre 2019,63.6
Taux d'emploi,Chaudière-Appalaches,Octobre 2019,64.1
Taux d'emploi,Chaudière-Appalaches,Novembre 2019,63.9
Taux d'emploi,Chaudière-Appalaches,Décembre 2019,63.1
Taux d'emploi,Chaudière-Appalaches,Janvier 2020,63.1
Taux d'emploi,Chaudière-Appalaches,Février 2020,63.5
Taux d'emploi,Chaudière-Appalaches,Mars 2020,63.8
Taux d'emploi,Chaudière-Appalaches,Avril 2020,60.2
Taux d'emploi,Chaudière-Appalaches,Mai 2020,58.8
Taux d'emploi,Chaudière-Appalaches,Juin 2020,58.6
Taux d'emploi,Chaudière-Appalaches,Juillet 2020,62.7
Taux d'emploi,Chaudière-Appalaches,Août 2020,64.7
Taux d'emploi,Chaudière-Appalaches,Septembre 2020,65.1
Taux d'emploi,Chaudière-Appalaches,Octobre 2020,64.4
Taux d'emploi,Chaudière-Appalaches,Novembre 2020,63.9
Taux d'emploi,Chaudière-Appalaches,Décembre 2020,63.6
Taux d'emploi,Chaudière-Appalaches,Janvier 2021,63
Taux d'emploi,Chaudière-Appalaches,Février 2021,62.3
Taux d'emploi,Chaudière-Appalaches,Mars 2021,61.9
Taux d'emploi,Chaudière-Appalaches,Avril 2021,62
Taux d'emploi,Chaudière-Appalaches,Mai 2021,61.2
Taux d'emploi,Chaudière-Appalaches,Juin 2021,60.5
Taux d'emploi,Chaudière-Appalaches,Juillet 2021,60.1
Taux d'emploi,Chaudière-Appalaches,Août 2021,59.3
Taux d'emploi,Chaudière-Appalaches,Septembre 2021,59.1
Taux d'emploi,Chaudière-Appalaches,Octobre 2021,59.2
Taux d'emploi,Chaudière-Appalaches,Novembre 2021,60.1
Taux d'emploi,Chaudière-Appalaches,Décembre 2021,60.6
Taux d'emploi,Laval,Janvier 2019,64.4
Taux d'emploi,Laval,Février 2019,63.4
Taux d'emploi,Laval,Mars 2019,63.1
Taux d'emploi,Laval,Avril 2019,62.9
Taux d'emploi,Laval,Mai 2019,61.8
Taux d'emploi,Laval,Juin 2019,60.3
Taux d'emploi,Laval,Juillet 2019,59.2
Taux d'emploi,Laval,Août 2019,58.6
Taux d'emploi,Laval,Septembre 2019,57.6
Taux d'emploi,Laval,Octobre 2019,57.4
Taux d'emploi,Laval,Novembre 2019,56.8
Taux d'emploi,Laval,Décembre 2019,56.9
Taux d'emploi,Laval,Janvier 2020,57
Taux d'emploi,Laval,Février 2020,58
Taux d'emploi,Laval,Mars 2020,57
Taux d'emploi,Laval,Avril 2020,52.5
Taux d'emploi,Laval,Mai 2020,50.5
Taux d'emploi,Laval,Juin 2020,52.9
Taux d'emploi,Laval,Juillet 2020,57.5
Taux d'emploi,Laval,Août 2020,60.1
Taux d'emploi,Laval,Septembre 2020,60.2
Taux d'emploi,Laval,Octobre 2020,62
Taux d'emploi,Laval,Novembre 2020,62.3
Taux d'emploi,Laval,Décembre 2020,62.4
Taux d'emploi,Laval,Janvier 2021,61.2
Taux d'emploi,Laval,Février 2021,61.2
Taux d'emploi,Laval,Mars 2021,60.7
Taux d'emploi,Laval,Avril 2021,61.3
Taux d'emploi,Laval,Mai 2021,61
Taux d'emploi,Laval,Juin 2021,61.9
Taux d'emploi,Laval,Juillet 2021,62.4
Taux d'emploi,Laval,Août 2021,62.3
Taux d'emploi,Laval,Septembre 2021,62.4
Taux d'emploi,Laval,Octobre 2021,62.2
Taux d'emploi,Laval,Novembre 2021,63.4
Taux d'emploi,Laval,Décembre 2021,63.7
Taux d'emploi,Lanaudière,Janvier 2019,60.4
Taux d'emploi,Lanaudière,Février 2019,60.9
Taux d'emploi,Lanaudière,Mars 2019,61.1
Taux d'emploi,Lanaudière,Avril 2019,60.3
Taux d'emploi,Lanaudière,Mai 2019,60.4
Taux d'emploi,Lanaudière,Juin 2019,60.6
Taux d'emploi,Lanaudière,Juillet 2019,61.5
Taux d'emploi,Lanaudière,Août 2019,62.3
Taux d'emploi,Lanaudière,Septembre 2019,62.9
Taux d'emploi,Lanaudière,Octobre 2019,62.8
Taux d'emploi,Lanaudière,Novembre 2019,62.7
Taux d'emploi,Lanaudière,Décembre 2019,63.2
Taux d'emploi,Lanaudière,Janvier 2020,63.9
Taux d'emploi,Lanaudière,Février 2020,64.9
Taux d'emploi,Lanaudière,Mars 2020,65.2
Taux d'emploi,Lanaudière,Avril 2020,62.6
Taux d'emploi,Lanaudière,Mai 2020,60.8
Taux d'emploi,Lanaudière,Juin 2020,59.8
